NAME	TITLE	SCORE	
ATP2B4		2.8238418	
TOMM20		2.8187442	
EPS8L2		2.8002603	
EPB41		2.7986596	
TRIM44		2.7981944	
PLCE1		2.794839	
PPIP5K1		2.7894912	
CSRP1		2.7831724	
CTSB		2.7732966	
C1R		2.772925	
ADGRA2		2.7692492	
ADCY6		2.7639823	
RAD54L2		2.7561343	
POLR2A		2.7557833	
SEPTIN5		2.7479692	
DUSP16		2.747701	
ADD3		2.7462854	
ZZEF1		2.744406	
SMOC1		2.7350528	
ZMYND11		2.7323592	
SUGP2		2.7268784	
HDGFL2		2.7234313	
TTC28		2.719931	
KLF11		2.7186122	
SLC12A4		2.7119784	
SMARCC2		2.701946	
USP49		2.6883836	
RAI1		2.674838	
EEF1G		2.6701205	
C22orf46		2.6513984	
CTDSPL		2.6503012	
KTN1		2.638364	
MCM5		2.6353152	
CNOT1		2.6347404	
BLMH		2.630512	
MCL1		2.6279008	
C14orf132		2.6230307	
KCTD9		2.6178339	
SLC35E2B		2.6174788	
STAG2		2.6101635	
HIP1		2.6088297	
ZNF33A		2.5963073	
REPS1		2.595416	
ATP6V1G2-DDX39B		2.593622	
C21orf58		2.5932229	
CBL		2.5920177	
TCF19		2.58558	
CPD		2.584226	
ADGRB2		2.5792785	
FAM210B		2.5790026	
COL3A1		2.5779896	
GSN		2.5761003	
DENND11		2.5699272	
SDC3		2.5669384	
ZNF358		2.5567133	
MATR3		2.5484269	
NID1		2.5412674	
KNL1		2.536237	
CELSR2		2.5321405	
CKAP5		2.5306923	
NPC2		2.528793	
GPR161		2.5245395	
MICAL3		2.5223827	
TNC		2.5192642	
GALNT11		2.5189748	
CALCOCO1		2.502879	
HECTD4		2.497948	
DMD		2.4978478	
KIF13A		2.4938767	
CALCOCO2		2.4867191	
PRKAR1A		2.4865634	
ZMYM3		2.486207	
TMEM8B		2.4714003	
NCAPD2		2.4525044	
OPTN		2.4500632	
RPL11		2.4489646	
CMTM4		2.4426193	
TUBB		2.4403052	
CTNND1		2.4397104	
FAM168A		2.4368708	
MYO6		2.435084	
CAST		2.419333	
ADAMTS2		2.4139292	
ZNF445		2.4111235	
EFNB3		2.4096997	
PRRT3		2.4088047	
CCP110		2.403968	
ALMS1		2.3993628	
NFYB		2.396924	
CIC		2.3950849	
KIF5B		2.3949413	
VASH1		2.3918476	
NCOA1		2.3881226	
CRTAP		2.384542	
ELOVL5		2.3807228	
ZSCAN26		2.3777378	
SMARCA2		2.376749	
NEO1		2.3604503	
WASF2		2.3581104	
LTBP2		2.3572912	
AGBL5		2.3522594	
CHD6		2.3466687	
LSM14B		2.3397408	
CELSR1		2.3325496	
BDKRB2		2.3286788	
H6PD		2.3221717	
ZFP90		2.3183293	
ARHGAP21		2.3103209	
RB1CC1		2.3067284	
NLRP1		2.3045125	
PTEN		2.3040378	
PPP1CC		2.2997622	
ZFHX4		2.2901738	
TERF2IP		2.2808337	
SLC31A1		2.2780764	
NATD1		2.2731729	
TYMS		2.268394	
CPT1A		2.2605808	
EPM2AIP1		2.257416	
SOS2		2.2571092	
FRG1		2.2529612	
ARID1A		2.2516365	
TMEM106C		2.2471664	
KIDINS220		2.242641	
RERE		2.2378216	
MYORG		2.232857	
RASA1		2.2254066	
ASPM		2.2186825	
TNNT1		2.2184007	
ITGB4		2.2138193	
NUP210		2.203309	
PPP2R5E		2.2031052	
MOB1A		2.2009518	
QKI		2.1995265	
AIDA		2.1924913	
APOBEC3C		2.191545	
MED13L		2.191137	
CCDC93		2.188915	
DCP1B		2.1863794	
HECTD1		2.1817315	
DDX17		2.17731	
PIP4K2A		2.1772275	
RGPD6		2.1727195	
NIPBL		2.171824	
TP53INP2		2.171235	
FAM32A		2.1674392	
SLC45A4		2.1657605	
FXR1		2.1559749	
EHBP1L1		2.1551774	
CLIP1		2.1504245	
APLP1		2.1488602	
DCAF5		2.1459236	
LUC7L3		2.142302	
AGO2		2.1409926	
ZCCHC3		2.1388295	
ZNF496		2.1315544	
DCAF10		2.128025	
IQGAP3		2.1261919	
BCAS4		2.1240811	
PLCD3		2.1231525	
DEK		2.1223824	
CLSPN		2.1182888	
DDAH2		2.1136472	
MTMR11		2.111275	
LZTFL1		2.105774	
ESPL1		2.1032948	
TRIM28		2.1030352	
SMARCE1		2.1014774	
FUS		2.0991337	
CPNE1		2.0981462	
MAP3K6		2.0947912	
ZNF385A		2.0923598	
PARP1		2.092255	
ZFYVE1		2.090969	
NEK9		2.0858586	
NEK3		2.0811791	
THG1L		2.078724	
NSD3		2.0760467	
CCDC92		2.073393	
PHF20L1		2.0632384	
ZNF619		2.0620925	
TTLL3		2.0586708	
CES3		2.058428	
MICAL1		2.0576677	
CABLES2		2.0565376	
KIAA1217		2.0445697	
MAP4		2.0423863	
PHIP		2.0421865	
KLHL5		2.0323544	
PHF3		2.0313163	
WDTC1		2.020796	
DAB2IP		2.0202441	
POGZ		2.0177803	
RPS24		2.0055556	
SBF1		2.004725	
KRCC1		2.0031378	
CDC7		1.9997354	
PNISR		1.9937327	
DOCK10		1.9926213	
CBX7		1.9880254	
CCNE2		1.9828868	
RTEL1-TNFRSF6B		1.9819293	
C1QL1		1.9810325	
SBF2		1.9805503	
PTK2		1.9787418	
BCL7A		1.978498	
SPECC1L		1.9776177	
PTK7		1.9737177	
MSH6		1.9727993	
DHRS2		1.9665375	
SMC3		1.9658116	
EP400		1.9652778	
DTL		1.9583362	
DIDO1		1.9567913	
NNT		1.9566156	
PTPRS		1.9542589	
MMP15		1.9541273	
TOP2B		1.9536418	
ZNF618		1.9524748	
DLG3		1.951558	
ATF6B		1.9472873	
HS2ST1		1.9420854	
PCDHGB4		1.9321738	
SUSD5		1.9307911	
MAP3K12		1.9304389	
FLRT2		1.9297552	
GABPA		1.9280715	
SLC4A8		1.927352	
SCARA3		1.9268317	
ROBO1		1.9262329	
XRN1		1.925967	
ADNP		1.9253626	
ROCK1		1.920585	
NIPAL3		1.9174423	
CTBP1		1.9143354	
KIF4A		1.9132632	
SDC1		1.9108948	
SLC36A1		1.9089745	
ALDH5A1		1.9084997	
CLIP2		1.9078864	
HTT		1.9071048	
ERBB3		1.9061929	
STK38		1.8954568	
ARHGEF11		1.8951867	
PARP6		1.8912549	
ALDH3B1		1.8906341	
MORC4		1.8891509	
PHLDB1		1.8827353	
HDLBP		1.880637	
PAPLN		1.8796588	
PDZD4		1.8796408	
CDCA7L		1.8788806	
SNRNP200		1.876608	
PCDHGC3		1.8738369	
ABCA3		1.8618792	
GOLGA4		1.8605378	
ITGB1		1.8596418	
ZBED3		1.8595811	
GINS2		1.8589984	
SESN1		1.8568009	
DZIP1		1.854323	
PTPRK		1.8531971	
ABLIM3		1.8526793	
RBM5		1.852016	
EPB41L1		1.8504131	
PTPN1		1.846948	
CDCA7		1.8461477	
KDM5A		1.8455738	
TAF4		1.8438114	
ABCA5		1.841512	
SEPTIN10		1.8403826	
DYNC1LI2		1.8399459	
PAQR8		1.838546	
TAPT1		1.8355837	
LAMA3		1.830993	
TLCD2		1.828436	
TIMELESS		1.8274873	
INKA2		1.8260775	
PHGDH		1.8250645	
ULK2		1.8248316	
GSE1		1.8237381	
TNS1		1.8233577	
SRRM2		1.8212963	
NBPF12		1.8209543	
PPP1R15A		1.8203927	
INPP5D		1.8184248	
PSAP		1.816485	
ZMYM4		1.8135155	
PTPN3		1.8130598	
KIFC1		1.8109579	
MFGE8		1.8084515	
IFT81		1.8063778	
ANKRD33B		1.8042479	
AFDN		1.8037047	
VTI1B		1.8013064	
DDR2		1.8011605	
CAPZA1		1.8005495	
GAB1		1.7976472	
PCNT		1.7965788	
TRAFD1		1.7947123	
VPS29		1.7942805	
GDF15		1.7916802	
TANC2		1.7887186	
BRD2		1.7882491	
DGKA		1.7881141	
AKT3		1.7876873	
FANCI		1.7867776	
CCNG1		1.785271	
CEP57		1.7824857	
NIN		1.7798617	
FAM168B		1.779707	
NYNRIN		1.776126	
LMO3		1.7743961	
MAP3K20		1.7691048	
CAMK2D		1.7687674	
NFATC4		1.7687247	
SUSD6		1.7665944	
CDH18		1.7630496	
DYNLL2		1.760525	
CDC45		1.7590052	
MYO9B		1.7577496	
XPC		1.7548636	
ERAP1		1.754307	
HS6ST1		1.7516645	
CENPE		1.7488368	
MAP3K3		1.748799	
SLC25A23		1.7487487	
MARCHF8		1.7482979	
ARHGEF12		1.7468214	
DENND5A		1.7461768	
MKRN1		1.7403494	
VAT1		1.7392869	
SAMD14		1.7391747	
ARHGAP23		1.7381991	
PLP2		1.7380216	
SEMA6B		1.7370425	
SMARCD2		1.7340076	
NREP		1.7330626	
POLE		1.7324684	
SYNGAP1		1.7264831	
RAB15		1.7262197	
ZNF532		1.7257419	
CASP8AP2		1.7227856	
SPIDR		1.7210177	
CLSTN3		1.7201651	
COL5A3		1.7141452	
SBK1		1.7138239	
CBX2		1.7099494	
WWTR1		1.7075785	
TXLNA		1.7024413	
FARP2		1.6993276	
GRK2		1.6990345	
XRCC1		1.6974483	
ATMIN		1.6964955	
TRIO		1.6956964	
CDH10		1.6934601	
PAM		1.6910465	
KAT2B		1.6900501	
KCTD18		1.6872761	
CLTC		1.6868848	
KMT2D		1.6822433	
SMIM14		1.6815547	
TMPO		1.6812022	
SALL2		1.6797469	
NR1D2		1.6796856	
IMPA2		1.6796725	
NRBP1		1.6785083	
SLC35D1		1.6770027	
DCTN4		1.6768229	
PXYLP1		1.6744368	
MRAS		1.6701838	
PCBP4		1.6669743	
TMEM47		1.666151	
EIF4G3		1.662454	
VAPB		1.6590682	
COL7A1		1.6589663	
ATP2A3		1.6568043	
SRPRA		1.6555477	
PLXNB2		1.6542937	
NCAPG		1.6536461	
AKAP9		1.6487328	
DPY19L4		1.6441551	
SCMH1		1.6433841	
SOCS7		1.6425788	
SENP6		1.6417581	
KLC1		1.6409936	
GBF1		1.6398371	
TBC1D3		1.6384982	
POLA1		1.6370451	
VPS13C		1.636451	
TP53BP1		1.6363336	
MARCHF6		1.6303115	
OGT		1.6289318	
SPATA20		1.6287403	
UHRF1BP1		1.6260041	
MAN2A2		1.6228772	
SYNM		1.6196566	
NLRX1		1.6165249	
PALM3		1.6162547	
PIK3C2B		1.6149911	
PRECSIT		1.614827	
FKBP9		1.6145875	
STRIP2		1.6138419	
WDR19		1.6130347	
BMI1		1.6127585	
FEM1B		1.6125078	
B4GALNT1		1.6107885	
LAPTM4A		1.6106037	
ABHD15		1.6098098	
AHSA2P		1.6090548	
ACSL1		1.6082121	
AMOT		1.6070589	
ERCC5		1.606407	
PHLDA3		1.6054969	
SGPP1		1.6023728	
F2R		1.6007625	
STX12		1.5991273	
FAM222A		1.5990335	
PPM1D		1.5928731	
BRIP1		1.5922663	
TMEM170B		1.5921404	
YPEL1		1.5883826	
MINK1		1.5880111	
MAPT		1.5868138	
SERINC1		1.5847347	
GNAS		1.5832413	
LIMK2		1.5823052	
KIAA1671		1.5747437	
CAPN7		1.5740225	
NPTXR		1.5731499	
LMNA		1.5680004	
DHX8		1.5664283	
ANXA8		1.5661945	
BCL9L		1.5639036	
IGBP1		1.5615326	
ARHGEF6		1.5606107	
RESF1		1.5589308	
SCAF1		1.5582867	
CERK		1.5539385	
MIS18A		1.5504582	
SIK2		1.547842	
RNF130		1.547051	
SREK1		1.5459888	
RASSF2		1.5454383	
RB1		1.5450069	
MMP14		1.5429174	
BOD1L1		1.5417678	
LGALS3		1.5417144	
DENND4C		1.5381033	
ZFX		1.5379122	
TP73		1.5374345	
HGSNAT		1.5364	
PRKCSH		1.5330904	
TIAM1		1.5329124	
CARHSP1		1.5324434	
NFATC3		1.5319585	
MCRS1		1.5308945	
NAV2		1.530765	
NT5DC1		1.5306923	
HNRNPUL1		1.5305275	
EXOC2		1.5287681	
ARVCF		1.5277238	
SYNPO		1.5267469	
EPHA5		1.5247663	
KIAA2026		1.5246913	
PRMT2		1.5227469	
CCDC34		1.5220437	
SNAP29		1.5215548	
HERC1		1.5176208	
VPS13B		1.5167196	
PLXNB1		1.5161785	
HLCS		1.5157083	
SYNE1		1.5139148	
TNKS		1.5132673	
ALDH6A1		1.5125159	
GPR107		1.5120881	
LSM3		1.5109177	
MLH1		1.5106409	
SYCP2		1.5104921	
STAT5B		1.5104897	
NFIC		1.5083984	
CHD2		1.5069456	
MRPL45		1.5064516	
VPS13D		1.5059272	
PBXIP1		1.5042003	
USP1		1.5036986	
MARVELD1		1.5025462	
PARP4		1.5019809	
NTN1		1.5003228	
ZBED4		1.4998536	
RNF6		1.498356	
ZNF319		1.4971164	
SETD2		1.4958375	
EYA3		1.4943018	
WDHD1		1.49342	
RBBP4		1.4931263	
SOX13		1.4907385	
PIAS1		1.4880214	
UNC13B		1.4859217	
MCU		1.4844533	
RCBTB1		1.4827803	
RPS15A		1.4820044	
PDCD6		1.4818432	
FGFR3		1.4790643	
CDK5RAP2		1.478723	
HELLS		1.4784935	
NXPH3		1.4758596	
GPR137C		1.4732183	
TAF7		1.4724292	
FNTB		1.471493	
KHDRBS1		1.4714152	
H2AZ2		1.470853	
CLSTN1		1.4700757	
EVC		1.469476	
EML4		1.468203	
PRC1		1.4670705	
PHF2		1.4655602	
KREMEN1		1.4650226	
PTMS		1.4620594	
SRGAP2		1.4613476	
TXNIP		1.4582573	
NUCB2		1.4556087	
PGBD1		1.45271	
STAT2		1.4525731	
ENAH		1.4518443	
SUPT16H		1.4499935	
REL		1.4496908	
USP48		1.4474245	
SCRN1		1.447051	
SLC48A1		1.4453676	
ATRX		1.4431491	
PHLPP2		1.4430417	
DDX6		1.4405653	
RNF26		1.4398425	
GTF2I		1.4391048	
VAMP1		1.4371172	
MFSD6		1.4356065	
ZKSCAN8		1.4347514	
MAGED4B		1.433512	
RPL7A		1.4319681	
HCN3		1.4319108	
RACGAP1		1.4316841	
CHTF18		1.4294095	
ZNF629		1.429157	
NCOA2		1.428975	
SLC1A4		1.4287298	
SCUBE3		1.4283332	
ATXN7L3B		1.4247891	
PCNX1		1.42291	
MEIS3		1.420621	
CCNC		1.4195598	
AGO1		1.4149328	
KANSL1		1.4149153	
SIMC1		1.4147621	
ELOA		1.4145026	
PLCG1		1.4121596	
CPS1		1.410728	
ZNF512B		1.4101318	
PIANP		1.4100208	
DLX4		1.4098636	
SYNC		1.4093343	
CASK		1.4091399	
ZNF266		1.4090954	
SPCS3		1.4086766	
COMMD7		1.4077013	
DNAAF9		1.4073465	
LZTS2		1.4061456	
FOXJ2		1.4053074	
ZNF367		1.4045044	
YWHAE		1.4037198	
CNOT7		1.4006265	
INPPL1		1.3986754	
TRRAP		1.3983437	
OCRL		1.3973378	
DUT		1.3966845	
ZBTB21		1.3955473	
MYO15B		1.394948	
TICRR		1.3946528	
CACNA1G		1.3884015	
SH3PXD2A		1.3876696	
NEMP1		1.387626	
AQP3		1.3861047	
DTX3L		1.3853977	
RPL15		1.385282	
RPL34		1.3844302	
STON1		1.3833516	
CDK5RAP3		1.3832314	
VSIG10		1.3819745	
ZNF354C		1.377954	
PLD1		1.3775941	
MNAT1		1.3748963	
MST1		1.3747939	
PYURF		1.3732386	
SLC30A1		1.371526	
RAB6B		1.3709223	
GDI1		1.3707273	
RNF38		1.3700231	
REV3L		1.3691694	
MEG3		1.3679518	
ZGRF1		1.3674588	
PDS5A		1.3671161	
ZNF302		1.3649875	
SYNE3		1.3625625	
RWDD1		1.3599944	
ZNF83		1.3593377	
TFDP2		1.3582702	
PHLDB2		1.356986	
ZNF623		1.3560259	
MVB12B		1.3552582	
SCNN1D		1.351295	
LRP4		1.3511046	
ADD1		1.348459	
ZNF93		1.3476431	
U2SURP		1.3476081	
NRIP3		1.3472594	
RALGAPB		1.3446755	
TMLHE		1.3433173	
RALGPS2		1.3429519	
HS1BP3		1.3419534	
RIMS3		1.3401439	
SPIRE1		1.3385339	
OBSL1		1.3380221	
APPBP2		1.3352734	
PPARA		1.3350848	
SCARB2		1.3350093	
GPR162		1.3347315	
CTNNA1		1.3339163	
KLHL42		1.3337252	
TMEM25		1.3329538	
MAP2K4		1.3303578	
STRBP		1.3300779	
ITM2B		1.3283617	
GID4		1.326725	
CRABP2		1.3259851	
SPG11		1.3258139	
TAF2		1.3232919	
PRKD1		1.322398	
EIF5B		1.320301	
RBBP6		1.320033	
BRAF		1.3185147	
ZNF362		1.3171909	
ZNF609		1.3150685	
LHFPL2		1.3148206	
RBM25		1.3143802	
ADAM22		1.3142366	
RPS6KL1		1.3136125	
RBMX		1.3128451	
SEPTIN2		1.3102187	
HINT3		1.3094673	
TJP1		1.3088603	
KCNC4		1.3085786	
HMMR		1.3084372	
RPS3A		1.3081944	
ARL10		1.3071858	
NCOR1		1.3069774	
ATG2B		1.3058987	
RBM39		1.3052579	
LIMK1		1.3045785	
CSNK2A2		1.3040404	
RIMKLB		1.3034438	
ZFP41		1.30337	
BRD8		1.3032786	
SAT2		1.3031378	
INPP4A		1.3021599	
MYO5C		1.2999846	
PRPF4B		1.2978683	
TRIML2		1.2962754	
TK2		1.2938956	
DYNLL1		1.2937406	
CTCF		1.2931265	
SSBP3		1.2924448	
BMP8B		1.2915988	
CKAP2		1.2910893	
FBF1		1.2909579	
ZBTB1		1.2902601	
ARHGEF40		1.288963	
IFT140		1.2882979	
NR3C1		1.28793	
PIP4K2B		1.2876636	
NDRG4		1.2862328	
MYO18A		1.2856066	
RTF1		1.2822326	
CEP57L1		1.2796962	
PDPK1		1.2795067	
GDF7		1.2783875	
HYOU1		1.2764761	
PFKFB2		1.2762552	
KANSL3		1.2754128	
CD99L2		1.274007	
UAP1L1		1.2735497	
DDX46		1.2734796	
WDR70		1.273293	
RPL9		1.271472	
NBAS		1.2708341	
CDK2AP1		1.2705292	
CLASP1		1.2699946	
NFYA		1.2681987	
SELENON		1.2676733	
SPECC1		1.267319	
FBN2		1.2672896	
LPP		1.2669971	
BAZ2A		1.266648	
PAQR4		1.2651718	
DLST		1.2645378	
LOXL1		1.2641511	
ACTA2		1.2638468	
LITAF		1.262257	
AP2A1		1.2614481	
CIZ1		1.2609423	
ATXN2		1.2591984	
DENND3		1.2564559	
MALT1		1.2548718	
NGRN		1.2529799	
PCM1		1.2519983	
EEF2		1.2519289	
SAP130		1.2507535	
TCTN2		1.2503568	
SQSTM1		1.2501477	
SLC16A14		1.2494781	
GNS		1.2491701	
KATNAL1		1.248936	
SLC7A11		1.2485778	
TTLL7		1.246707	
GPATCH8		1.2447745	
CAMK2G		1.2439315	
ANK1		1.2431071	
OSBPL5		1.2410938	
PAN2		1.23905	
LRP11		1.2389708	
TNFRSF10B		1.2361747	
ARHGAP33		1.2360753	
CNN1		1.2359374	
NUDT21		1.2352557	
DHX16		1.2336373	
SLC66A3		1.2326225	
DNAJC21		1.232525	
RAB5B		1.2324879	
ZSWIM8		1.2323445	
NF1		1.2301904	
MSANTD3-TMEFF1		1.2274897	
LUC7L2		1.2273898	
ST13		1.2258074	
GYG2		1.225028	
STARD9		1.2248386	
GPNMB		1.2241919	
CHAF1B		1.2235442	
ZNF337		1.2233346	
EIF2AK3		1.2232919	
PLEKHH1		1.2228458	
EMSY		1.2226881	
METTL9		1.2181426	
NINL		1.217578	
ZNF43		1.2168559	
IP6K3		1.2167547	
RPA1		1.2163548	
HINFP		1.2163233	
SIRPA		1.2159673	
UBB		1.215773	
KAT6B		1.2155015	
TPP1		1.2142205	
PTP4A3		1.2132751	
PRIM1		1.212496	
ETAA1		1.2119739	
DYRK4		1.2115246	
CCDC14		1.2111189	
TRIM2		1.2098383	
ABCG4		1.2096794	
GNPTAB		1.2095809	
CDKL5		1.2087489	
DMXL1		1.2086759	
ARFGAP3		1.2081612	
ING4		1.2070018	
ARAP1		1.206435	
MAPKAP1		1.2059945	
RFC4		1.2037933	
PRPSAP1		1.2022334	
NECTIN1		1.2020648	
NOVA1		1.2011821	
MLLT6		1.2003154	
FAM120AOS		1.1998303	
PPP1R13B		1.197947	
DENND5B		1.1979157	
CRKL		1.197123	
CTSA		1.1946496	
NRBF2		1.1939831	
ALDH1L2		1.1934241	
EP300		1.192361	
THAP12		1.1908526	
OAS3		1.1899705	
NUP205		1.1893259	
SORBS1		1.1891915	
ASCC3		1.1885824	
MAGED1		1.1877594	
TGFBR3		1.1872791	
STOM		1.1872408	
PIKFYVE		1.1863132	
HTATSF1		1.1860563	
MYB		1.1856977	
QSER1		1.1855918	
CDH24		1.1833901	
STK35		1.1824019	
GOLIM4		1.1821041	
MMP11		1.1819774	
CCNL2		1.1800612	
TRIM14		1.1795075	
RHOA		1.1792022	
TRPC1		1.1778232	
TP53I13		1.1768075	
TPX2		1.1767017	
CCNE1		1.1764299	
FBXL17		1.175748	
TP53I11		1.1754057	
AGAP1		1.1752799	
PLEKHH2		1.1752186	
RAC1		1.1731521	
C1orf115		1.1704761	
UBE2S		1.1702181	
KCNJ12		1.1696678	
MED12		1.1695538	
MAPK1		1.1690794	
EHMT1		1.1690433	
SLC26A11		1.1682928	
FARP1		1.168183	
POGLUT3		1.1681577	
TUBGCP3		1.1675302	
NEDD8-MDP1		1.1661775	
BAIAP2-DT		1.1661639	
FANCC		1.1644647	
INPP5F		1.1639801	
NPR1		1.163864	
PTPN21		1.1630646	
TGFB1I1		1.1626205	
CIR1		1.1625131	
VPS35L		1.1613545	
CHD8		1.1612759	
VGLL4		1.1609334	
WASHC2A		1.1595951	
HCLS1		1.1593235	
MED1		1.1586937	
CBFA2T2		1.1552489	
CCDC80		1.1543441	
GREB1		1.1538544	
RBL1		1.1529497	
CCDC117		1.1528077	
CHST6		1.1521962	
PPP3R1		1.1521411	
INSYN1		1.1497	
ARF5		1.1469477	
ATP11B		1.144893	
WHRN		1.1438493	
FAXDC2		1.1420678	
SEPSECS		1.1416488	
TSC2		1.1414553	
UBN1		1.14058	
MAPK12		1.1397542	
ATXN7		1.1387104	
ZMYM2		1.1380178	
PPP2R5C		1.138005	
RPS4X		1.1370643	
CEP295		1.1367011	
CACNB3		1.1344814	
FAM225B		1.133928	
TBC1D15		1.133908	
ULK1		1.133314	
FAM83H		1.133271	
TEAD2		1.133267	
H3-3B		1.1330364	
EXOC6B		1.1297967	
BIRC6		1.1296388	
TRIM33		1.1291546	
MAST2		1.129101	
NRGN		1.1290556	
GANAB		1.1289765	
PARVA		1.1279392	
BCORL1		1.1276668	
DDR1		1.1267805	
RTCB		1.1257417	
CHST3		1.1251432	
SEMA4F		1.1250842	
OSBPL3		1.125033	
RFWD3		1.1249038	
EMP2		1.124131	
DRAM1		1.1240594	
DAAM1		1.1237363	
SPG21		1.1231029	
TWSG1		1.1223449	
